EmployeeID,EventDate,EventType,EventDetail
EMP10072,2026-08-29,Manager Change,Reporting manager changed
EMP10073,2025-06-07,Joined,Joined as Procurement Executive at Mantralaya Redevelopment via Naukri / Job Portal
EMP10073,2025-08-02,Training,Training completed
EMP10073,2026-01-10,Training,Training completed
EMP10073,2026-05-09,Manager Change,Reporting manager changed
EMP10074,2026-03-14,Joined,Joined as Accounts Officer at Pune Metro Reach-3 via Labour Contractor
EMP10074,2026-06-20,Training,Training completed
EMP10075,2019-05-06,Joined,Joined as HR Executive at Nagpur Expressway Pkg-4 via Internal Transfer
EMP10075,2023-04-01,Training,Training completed
EMP10075,2023-07-22,Training,Training completed
EMP10075,2023-09-16,Training,Training completed
EMP10075,2023-11-11,Training,Training completed
EMP10075,2024-05-04,Training,Training completed
EMP10075,2024-06-15,Training,Training completed
EMP10075,2024-08-03,Manager Change,Reporting manager changed
EMP10075,2024-08-24,Training,Training completed
EMP10075,2024-09-28,Manager Change,Reporting manager changed
EMP10075,2025-11-08,Training,Training completed
EMP10075,2025-11-22,Training,Training completed
EMP10075,2026-04-04,Grievance,Grievance raised with HR
EMP10075,2026-04-18,Training,Training completed
EMP10075,2026-05-23,Manager Change,Reporting manager changed
EMP10075,2026-06-06,Training,Training completed
EMP10075,2026-09-05,Training,Training completed
EMP10076,2024-04-13,Joined,Joined as Supervisor at JNPA WOLP via Recruitment Consultancy
EMP10076,2024-05-28,Exit,Resignation - Better Offer
EMP10077,2024-07-20,Joined,Joined as Deputy Manager at Nagpur Expressway Pkg-4 via Employee Referral
EMP10077,2024-09-14,Training,Training completed
EMP10077,2025-01-11,Training,Training completed
EMP10077,2025-05-31,Training,Training completed
EMP10077,2025-06-14,Grievance,Grievance raised with HR
EMP10077,2025-08-09,Manager Change,Reporting manager changed
EMP10077,2025-11-15,Training,Training completed
EMP10077,2026-03-07,Training,Training completed
EMP10077,2026-06-06,Manager Change,Reporting manager changed
EMP10077,2026-07-04,Manager Change,Reporting manager changed
EMP10078,2024-01-06,Joined,Joined as Senior Engineer at Delhi NCR Logistics Hub via Naukri / Job Portal
EMP10078,2024-03-16,Resignation Submitted,"56-day notice, reason: Better Offer"
EMP10078,2024-05-11,Exit,Resignation - Better Offer
EMP10079,2021-07-04,Joined,Joined as Deputy Manager at Mantralaya Redevelopment via Employee Referral
EMP10079,2023-05-06,Training,Training completed
EMP10079,2023-06-17,Training,Training completed
EMP10079,2023-07-08,Promotion,Promoted / re-graded
EMP10079,2023-07-15,Manager Change,Reporting manager changed
EMP10079,2024-01-27,Grievance,Grievance raised with HR
EMP10079,2024-02-03,Grievance,Grievance raised with HR
EMP10079,2024-02-17,Training,Training completed
EMP10079,2024-03-16,Resignation Submitted,"44-day notice, reason: Career Growth"
EMP10079,2024-04-29,Exit,Resignation - Career Growth
EMP10080,2024-07-13,Joined,Joined as Supervisor at Mantralaya Redevelopment via Internal Transfer
EMP10080,2024-08-03,Resignation Submitted,"9-day notice, reason: Career Growth"
EMP10080,2024-08-12,Exit,Resignation - Career Growth
EMP10081,2024-03-30,Joined,Joined as Deputy Manager at Mantralaya Redevelopment via Employee Referral
EMP10081,2024-07-20,Training,Training completed
EMP10081,2024-07-27,Training,Training completed
EMP10081,2024-08-31,Training,Training completed
EMP10081,2025-01-11,Training,Training completed
EMP10081,2025-06-14,Training,Training completed
EMP10081,2025-07-26,Grievance,Grievance raised with HR
EMP10081,2025-09-13,Training,Training completed
EMP10081,2026-08-01,Manager Change,Reporting manager changed
EMP10082,2023-09-02,Joined,Joined as Senior Engineer at Mumbai HO via Employee Referral
EMP10082,2024-03-30,Grievance,Grievance raised with HR
EMP10082,2024-05-11,Grievance,Grievance raised with HR
EMP10082,2025-01-04,Grievance,Grievance raised with HR
EMP10082,2025-01-18,Training,Training completed
EMP10082,2025-02-08,Grievance,Grievance raised with HR
EMP10082,2025-04-12,Training,Training completed
EMP10082,2025-04-19,Grievance,Grievance raised with HR
EMP10082,2025-05-03,Training,Training completed
EMP10082,2025-06-07,Training,Training completed
EMP10082,2025-07-19,Resignation Submitted,"54-day notice, reason: Better Offer"
EMP10082,2025-09-11,Exit,Resignation - Better Offer
EMP10083,2026-01-17,Joined,Joined as Site Engineer at Nagpur Expressway Pkg-4 via Campus Hiring
EMP10083,2026-02-28,Training,Training completed
EMP10083,2026-06-20,Resignation Submitted,"6-day notice, reason: Better Offer"
EMP10083,2026-06-26,Exit,Resignation - Better Offer
EMP10084,2026-06-20,Joined,Joined as Project Manager at Bengaluru Tech Park via Employee Referral
EMP10085,2021-09-03,Joined,Joined as Site Helper at JNPA WOLP via Employee Referral
EMP10085,2023-05-13,Training,Training completed
EMP10085,2023-06-17,Training,Training completed
EMP10085,2023-09-02,Promotion,Promoted / re-graded
EMP10085,2024-01-13,Training,Training completed
EMP10085,2024-03-09,Training,Training completed
EMP10085,2024-05-18,Grievance,Grievance raised with HR
EMP10085,2024-08-31,Training,Training completed
EMP10085,2024-10-05,Manager Change,Reporting manager changed
EMP10085,2024-12-14,Training,Training completed
EMP10085,2025-03-29,Resignation Submitted,"34-day notice, reason: Manager Relationship"
EMP10085,2025-05-02,Exit,Resignation - Manager Relationship
EMP10086,2025-05-17,Joined,Joined as Deputy Manager at Nagpur Expressway Pkg-4 via Recruitment Consultancy
EMP10086,2025-07-12,Resignation Submitted,"8-day notice, reason: Personal / Family"
EMP10086,2025-07-20,Exit,Resignation - Personal / Family
EMP10087,2020-08-10,Joined,Joined as Junior Engineer at JNPA WOLP via Recruitment Consultancy
EMP10087,2023-04-29,Grievance,Grievance raised with HR
EMP10087,2023-05-20,Resignation Submitted,"4-day notice, reason: Salary"
EMP10087,2023-05-24,Exit,Resignation - Salary
EMP10088,2021-06-12,Joined,Joined as Supervisor at Pune Metro Reach-3 via Labour Contractor
EMP10088,2023-07-29,Resignation Submitted,"9-day notice, reason: Manager Relationship"
EMP10088,2023-08-07,Exit,Resignation - Manager Relationship
EMP10089,2023-06-24,Joined,Joined as Construction Manager at Nagpur Expressway Pkg-4 via Employee Referral
EMP10089,2024-01-13,Grievance,Grievance raised with HR
EMP10089,2024-01-27,Grievance,Grievance raised with HR
EMP10089,2024-04-06,Resignation Submitted,"6-day notice, reason: Better Offer"
EMP10089,2024-04-12,Exit,Resignation - Better Offer
EMP10090,2026-02-07,Joined,Joined as Deputy Manager at Nagpur Expressway Pkg-4 via Employee Referral
EMP10090,2026-02-07,Training,Training completed
EMP10090,2026-03-21,Training,Training completed
EMP10090,2026-05-16,Training,Training completed
EMP10090,2026-05-30,Training,Training completed
EMP10091,2025-04-12,Joined,Joined as Junior Engineer at JNPA WOLP via Labour Contractor
EMP10091,2025-04-13,Exit,Absconding - No Intimation
EMP10092,2020-01-03,Joined,Joined as Deputy Manager at Delhi NCR Logistics Hub via Recruitment Consultancy
EMP10092,2023-04-29,Training,Training completed
EMP10092,2023-09-09,Training,Training completed
EMP10092,2023-10-07,Grievance,Grievance raised with HR
EMP10092,2024-04-06,Training,Training completed
EMP10092,2024-04-06,Manager Change,Reporting manager changed
EMP10092,2024-05-27,Exit,Resignation - Better Offer
EMP10093,2025-01-25,Joined,Joined as Site Engineer at Nagpur Expressway Pkg-4 via Labour Contractor
EMP10093,2025-05-17,Manager Change,Reporting manager changed
EMP10093,2025-07-26,Training,Training completed
EMP10093,2025-09-06,Manager Change,Reporting manager changed
EMP10093,2025-11-08,Grievance,Grievance raised with HR
EMP10093,2025-11-22,Resignation Submitted,"6-day notice, reason: Personal / Family"
EMP10093,2025-11-28,Exit,Resignation - Personal / Family
EMP10094,2023-06-10,Joined,Joined as Project Manager at JNPA WOLP via Employee Referral
EMP10094,2023-06-17,Resignation Submitted,"6-day notice, reason: Salary"
EMP10094,2023-06-23,Exit,Resignation - Salary
EMP10095,2019-04-08,Joined,Joined as Construction Manager at Nagpur Expressway Pkg-4 via Employee Referral
EMP10095,2023-07-15,Manager Change,Reporting manager changed
EMP10095,2024-04-13,Manager Change,Reporting manager changed
EMP10095,2024-06-29,Training,Training completed
EMP10095,2025-04-26,Manager Change,Reporting manager changed
EMP10095,2025-06-07,Training,Training completed
EMP10095,2025-08-23,Manager Change,Reporting manager changed
EMP10095,2025-09-27,Training,Training completed
EMP10095,2025-11-15,Training,Training completed
EMP10095,2025-12-13,Training,Training completed
EMP10095,2026-04-25,Manager Change,Reporting manager changed
EMP10095,2026-08-15,Training,Training completed
EMP10095,2026-09-05,Training,Training completed
EMP10096,2022-02-08,Joined,Joined as Junior Engineer at Pune Metro Reach-3 via Recruitment Consultancy
EMP10096,2023-05-20,Training,Training completed
EMP10096,2023-05-27,Training,Training completed
EMP10096,2023-08-26,Resignation Submitted,"5-day notice, reason: Relocation"
EMP10096,2023-08-31,Exit,Resignation - Relocation
EMP10097,2023-05-20,Joined,Joined as Deputy Manager at JNPA WOLP via Recruitment Consultancy
EMP10097,2023-06-03,Exit,Resignation - Career Growth
EMP10098,2023-04-22,Joined,Joined as Senior Engineer at Pune Metro Reach-3 via Naukri / Job Portal
EMP10098,2023-05-20,Grievance,Grievance raised with HR
EMP10098,2023-05-29,Exit,Absconding - Wage Dispute
EMP10099,2021-09-23,Joined,Joined as Accounts Officer at Mumbai HO via Campus Hiring
EMP10099,2023-06-03,Training,Training completed
EMP10099,2023-06-10,Manager Change,Reporting manager changed
EMP10099,2023-09-23,Promotion,Promoted / re-graded
EMP10099,2024-03-09,Training,Training completed
EMP10099,2024-03-16,Training,Training completed
EMP10099,2024-04-20,Training,Training completed
EMP10099,2024-08-24,Grievance,Grievance raised with HR
EMP10099,2024-11-09,Training,Training completed
EMP10099,2024-11-16,Training,Training completed
EMP10099,2025-09-06,Training,Training completed
EMP10099,2025-12-13,Grievance,Grievance raised with HR
EMP10099,2026-08-08,Resignation Submitted,"9-day notice, reason: Personal / Family"
EMP10099,2026-08-17,Exit,Resignation - Personal / Family
EMP10100,2025-10-11,Joined,Joined as Site Engineer at Ahmedabad Water Works via Naukri / Job Portal
EMP10100,2025-12-27,Training,Training completed
EMP10100,2026-06-27,Training,Training completed
EMP10101,2025-05-24,Joined,Joined as Site Engineer at Delhi NCR Logistics Hub via Recruitment Consultancy
EMP10101,2025-07-05,Manager Change,Reporting manager changed
EMP10101,2025-10-25,Manager Change,Reporting manager changed
EMP10101,2026-01-24,Grievance,Grievance raised with HR
EMP10101,2026-05-16,Training,Training completed
EMP10101,2026-05-23,Promotion,Promoted / re-graded
EMP10102,2023-07-22,Joined,Joined as Senior Engineer at Delhi NCR Logistics Hub via Employee Referral
EMP10102,2023-08-12,Training,Training completed
EMP10102,2023-09-23,Training,Training completed
EMP10102,2023-10-07,Training,Training completed
EMP10102,2023-10-14,Training,Training completed
EMP10102,2023-11-04,Training,Training completed
EMP10102,2024-02-03,Manager Change,Reporting manager changed
EMP10102,2024-05-11,Training,Training completed
EMP10102,2024-05-25,Training,Training completed
EMP10102,2025-11-22,Training,Training completed
EMP10103,2019-07-14,Joined,Joined as Design Engineer at Ahmedabad Water Works via Naukri / Job Portal
EMP10103,2023-05-13,Training,Training completed
EMP10103,2023-07-15,Promotion,Promoted / re-graded
EMP10103,2023-12-30,Training,Training completed
EMP10103,2024-08-17,Manager Change,Reporting manager changed
EMP10103,2025-03-29,Grievance,Grievance raised with HR
EMP10103,2025-04-05,Training,Training completed
EMP10103,2025-11-22,Training,Training completed
EMP10103,2025-11-29,Training,Training completed
EMP10103,2026-01-03,Training,Training completed
EMP10104,2020-08-31,Joined,Joined as Planning Engineer at Pune Metro Reach-3 via Naukri / Job Portal
EMP10104,2023-05-06,Training,Training completed
EMP10104,2023-10-07,Training,Training completed
EMP10104,2024-01-27,Grievance,Grievance raised with HR
EMP10104,2024-03-16,Grievance,Grievance raised with HR
EMP10104,2024-04-13,Training,Training completed
EMP10104,2024-05-04,Manager Change,Reporting manager changed
EMP10104,2024-07-20,Grievance,Grievance raised with HR
EMP10104,2025-11-29,Manager Change,Reporting manager changed
EMP10104,2026-03-14,Training,Training completed
EMP10104,2026-04-04,Manager Change,Reporting manager changed
EMP10104,2026-08-29,Training,Training completed
EMP10104,2026-08-29,Manager Change,Reporting manager changed
EMP10105,2020-02-23,Joined,Joined as Deputy Manager at Pune Metro Reach-3 via Recruitment Consultancy
EMP10105,2023-07-29,Training,Training completed
EMP10105,2023-10-07,Training,Training completed
EMP10105,2024-02-24,Grievance,Grievance raised with HR
EMP10105,2024-04-20,Training,Training completed
EMP10105,2024-08-31,Training,Training completed
EMP10105,2025-01-25,Training,Training completed
EMP10105,2025-03-08,Training,Training completed
EMP10105,2025-04-12,Training,Training completed
EMP10105,2025-07-19,Training,Training completed
EMP10105,2025-10-04,Training,Training completed
EMP10105,2025-10-11,Manager Change,Reporting manager changed
EMP10105,2025-11-15,Manager Change,Reporting manager changed
EMP10105,2026-02-21,Promotion,Promoted / re-graded
EMP10105,2026-04-18,Grievance,Grievance raised with HR
EMP10105,2026-06-13,Training,Training completed
EMP10105,2026-06-27,Training,Training completed
EMP10106,2024-08-10,Joined,Joined as Construction Manager at Pune Metro Reach-3 via Employee Referral
EMP10106,2024-10-12,Manager Change,Reporting manager changed
EMP10106,2024-12-21,Grievance,Grievance raised with HR
EMP10106,2025-02-01,Manager Change,Reporting manager changed
EMP10106,2025-02-08,Grievance,Grievance raised with HR
EMP10106,2025-04-19,Grievance,Grievance raised with HR
EMP10106,2025-08-09,Promotion,Promoted / re-graded
EMP10106,2026-02-28,Training,Training completed
EMP10106,2026-04-04,Training,Training completed
EMP10106,2026-04-04,Manager Change,Reporting manager changed
EMP10106,2026-04-18,Training,Training completed
EMP10106,2026-06-06,Training,Training completed
EMP10107,2022-10-05,Joined,Joined as Deputy Manager at JNPA WOLP via Employee Referral
EMP10107,2023-04-01,Training,Training completed
EMP10107,2023-05-06,Training,Training completed
EMP10107,2023-06-17,Training,Training completed
EMP10107,2024-04-13,Manager Change,Reporting manager changed
EMP10107,2024-08-31,Manager Change,Reporting manager changed
EMP10107,2024-10-26,Training,Training completed
EMP10107,2024-11-02,Training,Training completed
EMP10107,2025-03-08,Grievance,Grievance raised with HR
EMP10107,2025-04-12,Training,Training completed
EMP10107,2025-11-15,Training,Training completed
EMP10107,2026-05-30,Training,Training completed
EMP10108,2023-08-12,Joined,Joined as Safety Officer at Mantralaya Redevelopment via Employee Referral
EMP10108,2023-12-02,Training,Training completed
EMP10108,2024-03-02,Manager Change,Reporting manager changed
EMP10108,2024-05-03,Exit,End of Contract - Project Demobilisation
EMP10109,2019-04-15,Joined,Joined as Deputy Manager at Pune Metro Reach-3 via Naukri / Job Portal
EMP10109,2023-04-15,Promotion,Promoted / re-graded
EMP10109,2023-06-24,Training,Training completed
EMP10109,2023-09-09,Manager Change,Reporting manager changed
EMP10109,2023-12-09,Resignation Submitted,"40-day notice, reason: Personal / Family"
EMP10109,2024-01-18,Exit,Resignation - Personal / Family
EMP10110,2023-06-24,Joined,Joined as Site Engineer at Nagpur Expressway Pkg-4 via Employee Referral
EMP10110,2024-05-25,Grievance,Grievance raised with HR
EMP10110,2024-06-22,Promotion,Promoted / re-graded
EMP10110,2024-12-22,Exit,End of Contract - Contract Not Renewed
EMP10111,2026-07-04,Joined,Joined as Safety Officer at Ahmedabad Water Works via Labour Contractor
EMP10111,2026-08-29,Grievance,Grievance raised with HR
EMP10112,2025-08-23,Joined,Joined as Senior Engineer at Pune Metro Reach-3 via Naukri / Job Portal
