EmployeeID,DOJ,Department,Position,Grade,Site,SiteType,ManagerID,EmploymentType,RecruitmentSource,Age,PriorExperienceYears,MonthlySalary,SalaryVsRoleBenchmark,DistanceFromSiteKm,AccommodationProvided,BusinessCriticality,RealisticJobPreview,SiteRemoteness
EMP10142,2024-05-18,MEP,Senior Engineer,4,Pune Metro Reach-3,Metro,MGR045,Permanent,Employee Referral,36,5.7,78600,0.1866,32.8,0,4,1,0.25
EMP10143,2019-03-01,Accounts & Finance,Accounts Officer,3,Pune Metro Reach-3,Metro,MGR058,Permanent,Internal Transfer,32,4.6,31300,-0.1983,17.3,0,2,1,0.25
EMP10144,2021-01-27,Design & Engineering,Deputy Manager,5,Ahmedabad Water Works,Water,MGR111,Permanent,Naukri / Job Portal,35,7.0,96100,0.0554,5.3,1,4,0,0.65
EMP10145,2023-11-04,Quality Assurance & Control,Deputy Manager,5,Delhi NCR Logistics Hub,Industrial,MGR039,Permanent,Naukri / Job Portal,44,6.5,86200,-0.0481,11.2,0,4,0,0.45
EMP10146,2021-09-15,MEP,Senior Engineer,4,Bengaluru Tech Park,Commercial,MGR101,Fixed Term Contract,Naukri / Job Portal,37,9.1,55600,-0.1915,8.2,0,4,0,0.2
EMP10147,2022-03-29,Planning & Coordination,Deputy Manager,5,Delhi NCR Logistics Hub,Industrial,MGR085,Permanent,Naukri / Job Portal,37,8.3,84200,-0.0884,17.5,0,4,0,0.45
EMP10148,2019-07-19,Procurement,Deputy Manager,5,Pune Metro Reach-3,Metro,MGR073,Fixed Term Contract,Employee Referral,44,8.7,85100,-0.0827,41.8,0,4,1,0.25
EMP10149,2023-06-24,Civil Execution,Project Manager,6,Mantralaya Redevelopment,Government Building,MGR113,Permanent,Recruitment Consultancy,49,8.3,145800,0.0359,29.3,0,5,1,0.15
EMP10150,2024-05-25,Design & Engineering,Senior Engineer,4,Pune Metro Reach-3,Metro,MGR106,Permanent,Recruitment Consultancy,28,7.7,63000,-0.0698,49.3,0,4,1,0.25
EMP10151,2025-12-27,Civil Execution,Senior Engineer,4,Mantralaya Redevelopment,Government Building,MGR109,Fixed Term Contract,Naukri / Job Portal,42,5.3,70500,0.0691,17.7,0,4,0,0.15
EMP10152,2026-08-01,EHS,Safety Officer,3,Bengaluru Tech Park,Commercial,MGR051,Fixed Term Contract,Naukri / Job Portal,30,4.7,49100,0.1918,30.3,0,3,1,0.2
EMP10153,2026-06-13,Civil Execution,Construction Manager,5,Delhi NCR Logistics Hub,Industrial,MGR058,Fixed Term Contract,Naukri / Job Portal,41,6.4,99400,-0.0384,1.1,1,5,0,0.45
EMP10154,2023-07-01,Business Support Services,HR Executive,3,Nagpur Expressway Pkg-4,Highway,MGR101,Permanent,Naukri / Job Portal,25,3.7,43500,0.157,7.7,1,2,0,0.85
EMP10155,2024-01-06,Procurement,Procurement Executive,3,Mantralaya Redevelopment,Government Building,MGR102,Fixed Term Contract,Walk-in / Site Gate,28,3.6,47800,0.0182,16.3,0,3,0,0.15
EMP10156,2025-07-12,Civil Execution,Project Manager,6,Ahmedabad Water Works,Water,MGR101,Fixed Term Contract,Recruitment Consultancy,42,10.2,113400,-0.2107,91.0,0,5,0,0.65
EMP10157,2024-07-13,Planning & Coordination,Planning Engineer,4,JNPA WOLP,Port Infrastructure,MGR073,Permanent,Walk-in / Site Gate,37,5.2,74100,0.2025,1.8,1,4,1,0.55
EMP10158,2021-02-13,Stores & Logistics,Supervisor,2,Pune Metro Reach-3,Metro,MGR103,Permanent,Labour Contractor,23,3.3,27700,-0.0812,26.8,0,2,1,0.25
EMP10159,2026-07-11,Planning & Coordination,Planning Engineer,4,Nagpur Expressway Pkg-4,Highway,MGR061,Permanent,Employee Referral,33,5.9,51500,-0.1708,3.5,1,4,1,0.85
EMP10160,2025-10-18,Accounts & Finance,Accounts Officer,3,Bengaluru Tech Park,Commercial,MGR074,Fixed Term Contract,Walk-in / Site Gate,28,3.6,41500,0.0752,24.5,0,2,0,0.2
EMP10161,2024-07-13,Planning & Coordination,Planning Engineer,4,Pune Metro Reach-3,Metro,MGR083,Permanent,Naukri / Job Portal,37,6.1,56600,-0.0907,12.3,0,4,1,0.25
EMP10162,2024-12-14,Civil Execution,Project Manager,6,JNPA WOLP,Port Infrastructure,MGR013,Fixed Term Contract,Employee Referral,39,12.0,148400,0.0134,0.5,1,5,1,0.55
EMP10163,2026-07-04,MEP,Senior Engineer,4,Ahmedabad Water Works,Water,MGR006,Fixed Term Contract,Recruitment Consultancy,30,6.8,72600,0.0826,86.9,0,4,0,0.65
EMP10164,2024-09-28,Quality Assurance & Control,Deputy Manager,5,Pune Metro Reach-3,Metro,MGR085,Permanent,Internal Transfer,40,6.5,85400,-0.0569,32.4,0,4,1,0.25
EMP10165,2023-08-12,Civil Execution,Supervisor,2,Delhi NCR Logistics Hub,Industrial,MGR091,Fixed Term Contract,Naukri / Job Portal,23,2.4,30700,0.029,28.7,0,2,1,0.45
EMP10166,2019-04-05,EHS,Deputy Manager,5,Bengaluru Tech Park,Commercial,MGR045,Fixed Term Contract,Naukri / Job Portal,30,7.5,80700,-0.1186,7.9,0,4,1,0.2
EMP10167,2022-10-18,Business Support Services,HR Executive,3,Mumbai HO,Corporate,MGR094,Retainer,Recruitment Consultancy,33,6.4,43400,0.1196,24.7,0,2,0,0.05
EMP10168,2020-06-13,Procurement,Procurement Executive,3,Pune Metro Reach-3,Metro,MGR040,Fixed Term Contract,Employee Referral,36,8.6,42600,-0.1419,28.6,0,3,1,0.25
EMP10169,2026-07-18,Civil Execution,Junior Engineer,2,JNPA WOLP,Port Infrastructure,MGR007,Fixed Term Contract,Labour Contractor,26,2.2,25800,-0.0332,25.3,0,2,0,0.55
EMP10170,2026-05-09,HR & Admin,Deputy Manager,5,Mantralaya Redevelopment,Government Building,MGR036,Permanent,Naukri / Job Portal,27,7.0,83500,-0.083,17.5,0,4,0,0.15
EMP10171,2025-03-22,Planning & Coordination,Planning Engineer,4,Delhi NCR Logistics Hub,Industrial,MGR048,Retainer,Employee Referral,45,5.8,74600,0.2025,38.3,0,4,1,0.45
EMP10172,2024-11-16,MEP,Senior Engineer,4,Mantralaya Redevelopment,Government Building,MGR112,Fixed Term Contract,Naukri / Job Portal,49,7.2,67500,0.0021,17.1,0,4,0,0.15
EMP10173,2019-12-13,EHS,Safety Officer,3,Nagpur Expressway Pkg-4,Highway,MGR003,Permanent,Naukri / Job Portal,29,4.2,38900,-0.0504,20.9,0,3,1,0.85
EMP10174,2024-11-23,Civil Execution,Project Manager,6,Delhi NCR Logistics Hub,Industrial,MGR087,Fixed Term Contract,Recruitment Consultancy,32,8.4,164600,0.1682,4.1,1,5,0,0.45
EMP10175,2019-02-23,Civil Execution,Supervisor,2,Bengaluru Tech Park,Commercial,MGR109,Permanent,Internal Transfer,29,3.5,29500,-0.0238,23.7,0,2,1,0.2
EMP10176,2025-08-30,Stores & Logistics,Supervisor,2,Delhi NCR Logistics Hub,Industrial,MGR045,Fixed Term Contract,Internal Transfer,34,2.6,24100,-0.1941,48.7,0,2,1,0.45
EMP10177,2023-08-12,Civil Execution,Senior Engineer,4,Mantralaya Redevelopment,Government Building,MGR086,Permanent,Campus Hiring,37,5.1,55600,-0.1549,21.9,0,4,1,0.15
EMP10178,2024-06-01,Quality Assurance & Control,Junior Engineer,2,Ahmedabad Water Works,Water,MGR056,Fixed Term Contract,Labour Contractor,19,2.9,25500,-0.0522,22.6,0,2,0,0.65
EMP10179,2025-02-08,MEP,Junior Engineer,2,JNPA WOLP,Port Infrastructure,MGR043,Permanent,Labour Contractor,21,2.0,25300,-0.0497,1.2,1,2,0,0.55
EMP10180,2025-04-12,Civil Execution,Project Manager,6,Mantralaya Redevelopment,Government Building,MGR001,Permanent,Recruitment Consultancy,40,10.8,162500,0.1239,2.3,0,5,1,0.15
EMP10181,2021-02-11,Planning & Coordination,Planning Engineer,4,JNPA WOLP,Port Infrastructure,MGR041,Retainer,Employee Referral,25,6.7,77300,0.2336,5.4,1,4,1,0.55
EMP10182,2024-03-30,Design & Engineering,Deputy Manager,5,JNPA WOLP,Port Infrastructure,MGR017,Fixed Term Contract,Internal Transfer,37,10.3,95500,0.0118,14.4,0,4,1,0.55
EMP10183,2023-08-12,HR & Admin,HR Executive,3,Nagpur Expressway Pkg-4,Highway,MGR074,Permanent,Naukri / Job Portal,31,4.3,34600,-0.086,2.7,1,2,0,0.85
EMP10184,2023-05-06,Quality Assurance & Control,QA/QC Engineer,3,Pune Metro Reach-3,Metro,MGR042,Fixed Term Contract,Walk-in / Site Gate,33,3.5,52400,0.1429,14.0,0,3,1,0.25
EMP10185,2025-11-15,Design & Engineering,Design Engineer,4,Bengaluru Tech Park,Commercial,MGR019,Fixed Term Contract,Naukri / Job Portal,38,5.3,73000,0.1439,19.7,0,4,1,0.2
EMP10186,2025-08-23,Design & Engineering,Design Engineer,4,Delhi NCR Logistics Hub,Industrial,MGR060,Fixed Term Contract,Recruitment Consultancy,33,5.9,71300,0.1098,12.2,0,4,1,0.45
EMP10187,2025-09-06,Planning & Coordination,Senior Engineer,4,Nagpur Expressway Pkg-4,Highway,MGR069,Permanent,Employee Referral,35,6.1,71800,0.0791,1.1,1,4,1,0.85
EMP10188,2019-10-09,Accounts & Finance,Accounts Officer,3,Pune Metro Reach-3,Metro,MGR091,Apprentice / Trainee,Naukri / Job Portal,28,3.8,23300,-0.3977,12.0,0,2,1,0.25
EMP10189,2025-01-25,MEP,Site Engineer,3,JNPA WOLP,Port Infrastructure,MGR015,Apprentice / Trainee,Employee Referral,30,3.1,46800,0.1005,3.6,1,3,1,0.55
EMP10190,2023-06-03,MEP,Site Engineer,3,Bengaluru Tech Park,Commercial,MGR111,Permanent,Campus Hiring,27,4.8,34400,-0.2067,12.6,0,3,1,0.2
EMP10191,2024-11-02,Design & Engineering,Design Engineer,4,Bengaluru Tech Park,Commercial,MGR062,Fixed Term Contract,Recruitment Consultancy,40,4.8,67800,0.0685,6.3,0,4,1,0.2
EMP10192,2026-01-31,Quality Assurance & Control,QA/QC Engineer,3,Bengaluru Tech Park,Commercial,MGR056,Apprentice / Trainee,Campus Hiring,40,4.6,44500,-0.0415,11.2,0,3,0,0.2
EMP10193,2019-03-23,Design & Engineering,Design Engineer,4,Mantralaya Redevelopment,Government Building,MGR009,Fixed Term Contract,Campus Hiring,37,7.1,49400,-0.2413,26.2,0,4,0,0.15
EMP10194,2025-03-15,Design & Engineering,Design Engineer,4,Nagpur Expressway Pkg-4,Highway,MGR056,Apprentice / Trainee,Employee Referral,34,5.2,69800,0.095,1.1,1,4,1,0.85
EMP10195,2023-08-05,Civil Execution,Site Engineer,3,Delhi NCR Logistics Hub,Industrial,MGR065,Fixed Term Contract,Recruitment Consultancy,33,4.1,40200,-0.0655,38.3,0,3,0,0.45
EMP10196,2022-03-02,MEP,Site Engineer,3,JNPA WOLP,Port Infrastructure,MGR004,Permanent,Naukri / Job Portal,32,3.4,40500,-0.0509,4.8,1,3,0,0.55
EMP10197,2023-11-18,Stores & Logistics,Store Officer,2,Delhi NCR Logistics Hub,Industrial,MGR023,Permanent,Campus Hiring,26,3.8,25600,-0.1256,60.1,0,2,1,0.45
EMP10198,2024-11-02,Accounts & Finance,Deputy Manager,5,Delhi NCR Logistics Hub,Industrial,MGR003,Permanent,Recruitment Consultancy,44,8.1,97700,0.0601,1.4,1,4,1,0.45
EMP10199,2024-06-08,Civil Execution,Site Helper,1,Bengaluru Tech Park,Commercial,MGR043,Fixed Term Contract,Walk-in / Site Gate,23,0.5,13100,-0.2108,37.8,0,1,1,0.2
EMP10200,2026-01-24,Civil Execution,Site Helper,1,Pune Metro Reach-3,Metro,MGR092,Fixed Term Contract,Walk-in / Site Gate,29,0.3,21500,0.2984,17.1,0,1,0,0.25
EMP10201,2025-05-17,Civil Execution,Supervisor,2,JNPA WOLP,Port Infrastructure,MGR092,Apprentice / Trainee,Naukri / Job Portal,22,1.7,32000,0.0814,1.6,1,2,1,0.55
EMP10202,2026-07-11,MEP,Site Engineer,3,JNPA WOLP,Port Infrastructure,MGR003,Permanent,Naukri / Job Portal,37,4.1,27100,-0.37,31.5,0,3,0,0.55
EMP10203,2024-06-15,Civil Execution,Site Helper,1,Bengaluru Tech Park,Commercial,MGR048,Permanent,Employee Referral,27,2.4,13600,-0.1988,18.8,0,1,1,0.2
EMP10204,2023-11-25,Quality Assurance & Control,QA/QC Engineer,3,JNPA WOLP,Port Infrastructure,MGR093,Permanent,Campus Hiring,34,4.7,55600,0.1962,2.8,1,3,1,0.55
EMP10205,2024-12-28,Business Support Services,Accounts Officer,3,Ahmedabad Water Works,Water,MGR119,Permanent,Employee Referral,34,4.1,38700,-0.0031,13.6,0,2,1,0.65
EMP10206,2020-07-05,Civil Execution,Project Manager,6,Pune Metro Reach-3,Metro,MGR052,Retainer,Employee Referral,45,9.9,136100,-0.0496,3.5,0,5,1,0.25
EMP10207,2019-08-31,Civil Execution,Supervisor,2,Ahmedabad Water Works,Water,MGR116,Fixed Term Contract,Campus Hiring,29,3.0,31000,0.0318,10.7,0,2,1,0.65
EMP10208,2019-09-19,EHS,Deputy Manager,5,Delhi NCR Logistics Hub,Industrial,MGR084,Fixed Term Contract,Recruitment Consultancy,43,9.2,110200,0.1815,0.7,1,4,1,0.45
EMP10209,2025-12-27,Procurement,Procurement Executive,3,Mantralaya Redevelopment,Government Building,MGR077,Permanent,Naukri / Job Portal,39,4.5,44500,-0.0618,5.1,0,3,0,0.15
EMP10210,2024-08-31,Civil Execution,Construction Manager,5,Nagpur Expressway Pkg-4,Highway,MGR106,Permanent,Recruitment Consultancy,42,6.1,102100,-0.009,31.2,0,5,0,0.85
EMP10211,2020-05-05,Design & Engineering,Deputy Manager,5,Delhi NCR Logistics Hub,Industrial,MGR095,Permanent,Employee Referral,39,6.8,82100,-0.0964,4.0,1,4,1,0.45
EMP10212,2025-02-22,MEP,Site Engineer,3,Nagpur Expressway Pkg-4,Highway,MGR092,Permanent,Naukri / Job Portal,37,5.0,38700,-0.1095,3.9,1,3,0,0.85
EMP10213,2022-03-08,Procurement,Deputy Manager,5,Ahmedabad Water Works,Water,MGR040,Permanent,Naukri / Job Portal,36,11.0,110300,0.16,0.6,1,4,1,0.65
EMP10214,2019-08-25,Stores & Logistics,Deputy Manager,5,Pune Metro Reach-3,Metro,MGR020,Permanent,Employee Referral,43,8.2,75600,-0.1806,16.2,0,4,1,0.25
EMP10215,2024-12-14,Civil Execution,Project Manager,6,Delhi NCR Logistics Hub,Industrial,MGR116,Fixed Term Contract,Recruitment Consultancy,47,7.6,139500,-0.0012,2.0,1,5,1,0.45
EMP10216,2019-03-13,Civil Execution,Site Helper,1,Delhi NCR Logistics Hub,Industrial,MGR001,Fixed Term Contract,Labour Contractor,20,5.5,15800,-0.1017,31.3,0,1,0,0.45
EMP10217,2023-11-11,Civil Execution,Site Helper,1,JNPA WOLP,Port Infrastructure,MGR079,Permanent,Labour Contractor,30,2.6,22600,0.3283,19.1,0,1,0,0.55
EMP10218,2025-10-25,Accounts & Finance,Deputy Manager,5,JNPA WOLP,Port Infrastructure,MGR009,Permanent,Recruitment Consultancy,49,6.9,125800,0.3831,1.1,1,4,1,0.55
EMP10219,2026-03-21,Planning & Coordination,Senior Engineer,4,Mantralaya Redevelopment,Government Building,MGR118,Fixed Term Contract,Recruitment Consultancy,39,5.8,64600,-0.0259,10.6,0,4,0,0.15
EMP10220,2024-06-22,Civil Execution,Junior Engineer,2,Delhi NCR Logistics Hub,Industrial,MGR116,Fixed Term Contract,Employee Referral,31,3.1,27200,0.0086,4.0,1,2,1,0.45
EMP10221,2019-06-22,Stores & Logistics,Supervisor,2,Delhi NCR Logistics Hub,Industrial,MGR052,Permanent,Internal Transfer,24,1.8,29900,0.0092,7.2,0,2,1,0.45
EMP10222,2024-09-07,MEP,Senior Engineer,4,Nagpur Expressway Pkg-4,Highway,MGR080,Permanent,Labour Contractor,38,10.8,70400,0.0052,14.7,0,4,1,0.85
EMP10223,2023-06-24,Stores & Logistics,Deputy Manager,5,Ahmedabad Water Works,Water,MGR097,Apprentice / Trainee,Employee Referral,41,8.6,110400,0.1913,2.9,1,4,0,0.65
EMP10224,2022-11-18,Civil Execution,Senior Engineer,4,Pune Metro Reach-3,Metro,MGR053,Apprentice / Trainee,Campus Hiring,39,5.4,72900,0.1043,8.9,0,4,0,0.25
EMP10225,2024-03-30,Business Support Services,Procurement Executive,3,Delhi NCR Logistics Hub,Industrial,MGR024,Permanent,Naukri / Job Portal,33,3.6,42900,-0.0861,0.5,1,3,1,0.45
EMP10226,2023-07-15,EHS,Deputy Manager,5,Nagpur Expressway Pkg-4,Highway,MGR100,Fixed Term Contract,Recruitment Consultancy,28,7.3,118400,0.296,26.4,0,4,0,0.85
EMP10227,2024-11-23,Civil Execution,Site Engineer,3,Mantralaya Redevelopment,Government Building,MGR079,Fixed Term Contract,Recruitment Consultancy,35,5.9,48500,0.1047,7.1,0,3,0,0.15
EMP10228,2020-01-16,MEP,Senior Engineer,4,Delhi NCR Logistics Hub,Industrial,MGR068,Permanent,Recruitment Consultancy,36,6.7,72900,0.0883,3.4,1,4,1,0.45
EMP10229,2022-12-30,Civil Execution,Construction Manager,5,Mantralaya Redevelopment,Government Building,MGR003,Permanent,Naukri / Job Portal,38,6.1,107300,0.0415,18.6,0,5,0,0.15
EMP10230,2022-12-17,Civil Execution,Site Helper,1,Pune Metro Reach-3,Metro,MGR066,Permanent,Walk-in / Site Gate,19,0.1,13900,-0.1586,4.5,0,1,0,0.25
EMP10231,2025-08-30,Quality Assurance & Control,Deputy Manager,5,Ahmedabad Water Works,Water,MGR031,Apprentice / Trainee,Employee Referral,41,8.6,98900,0.0672,0.5,1,4,1,0.65
EMP10232,2025-05-03,Quality Assurance & Control,Junior Engineer,2,JNPA WOLP,Port Infrastructure,MGR027,Permanent,Internal Transfer,27,2.2,28000,0.0492,2.6,1,2,1,0.55
EMP10233,2025-03-15,Business Support Services,Accounts Officer,3,Mantralaya Redevelopment,Government Building,MGR017,Permanent,Recruitment Consultancy,36,3.9,40200,0.0379,3.4,0,2,0,0.15
EMP10234,2026-04-11,Civil Execution,Site Engineer,3,Bengaluru Tech Park,Commercial,MGR024,Retainer,Recruitment Consultancy,33,4.2,43000,-0.0015,20.1,0,3,0,0.2
EMP10235,2024-11-16,MEP,Senior Engineer,4,Pune Metro Reach-3,Metro,MGR115,Permanent,Labour Contractor,39,6.3,42500,-0.3627,17.7,0,4,0,0.25
EMP10236,2019-10-18,Planning & Coordination,Deputy Manager,5,JNPA WOLP,Port Infrastructure,MGR060,Permanent,Recruitment Consultancy,42,6.8,105900,0.1656,5.0,1,4,1,0.55
EMP10237,2025-04-12,Accounts & Finance,Accounts Officer,3,Mantralaya Redevelopment,Government Building,MGR117,Fixed Term Contract,Naukri / Job Portal,36,3.3,35500,-0.0771,7.1,0,2,1,0.15
EMP10238,2024-11-02,Civil Execution,Supervisor,2,Mumbai HO,Corporate,MGR105,Permanent,Labour Contractor,30,6.4,33900,0.0856,30.7,0,2,0,0.05
EMP10239,2024-03-02,Accounts & Finance,Accounts Officer,3,Mumbai HO,Corporate,MGR064,Permanent,Naukri / Job Portal,41,4.8,39800,0.0171,6.2,0,2,1,0.05
EMP10240,2021-01-06,MEP,Senior Engineer,4,Bengaluru Tech Park,Commercial,MGR104,Permanent,Employee Referral,28,6.1,65800,-0.0111,27.0,0,4,1,0.2
EMP10241,2026-02-14,Business Support Services,Accounts Officer,3,Bengaluru Tech Park,Commercial,MGR066,Fixed Term Contract,Labour Contractor,36,4.4,43000,0.1039,19.5,0,2,0,0.2
EMP10242,2025-01-04,Civil Execution,Senior Engineer,4,Delhi NCR Logistics Hub,Industrial,MGR116,Fixed Term Contract,Campus Hiring,29,8.3,81700,0.1984,9.6,0,4,1,0.45
EMP10243,2019-06-24,EHS,Deputy Manager,5,Mantralaya Redevelopment,Government Building,MGR048,Fixed Term Contract,Naukri / Job Portal,31,7.5,100400,0.0965,16.1,0,4,1,0.15
EMP10244,2019-04-08,Accounts & Finance,Accounts Officer,3,Nagpur Expressway Pkg-4,Highway,MGR073,Permanent,Labour Contractor,28,5.1,50100,0.276,58.6,0,2,0,0.85
EMP10245,2023-06-24,Civil Execution,Supervisor,2,Bengaluru Tech Park,Commercial,MGR089,Retainer,Employee Referral,34,2.3,26800,-0.1007,22.0,0,2,1,0.2
EMP10246,2019-12-17,Planning & Coordination,Planning Engineer,4,JNPA WOLP,Port Infrastructure,MGR007,Permanent,Recruitment Consultancy,43,5.0,64300,0.0459,2.1,1,4,1,0.55
EMP10247,2024-10-26,Business Support Services,HR Executive,3,Delhi NCR Logistics Hub,Industrial,MGR062,Permanent,Campus Hiring,37,6.4,41400,0.068,30.5,0,2,1,0.45
EMP10248,2024-02-10,Planning & Coordination,Senior Engineer,4,JNPA WOLP,Port Infrastructure,MGR025,Retainer,Labour Contractor,28,7.2,70900,0.0526,34.9,0,4,1,0.55
EMP10249,2026-06-20,Quality Assurance & Control,Junior Engineer,2,JNPA WOLP,Port Infrastructure,MGR088,Fixed Term Contract,Recruitment Consultancy,21,3.7,20800,-0.234,10.4,0,2,1,0.55
EMP10250,2024-07-13,Design & Engineering,Senior Engineer,4,Mantralaya Redevelopment,Government Building,MGR048,Fixed Term Contract,Walk-in / Site Gate,37,7.0,61900,-0.079,12.0,0,4,0,0.15
EMP10251,2023-01-08,Stores & Logistics,Store Officer,2,Nagpur Expressway Pkg-4,Highway,MGR059,Permanent,Employee Referral,36,4.6,24000,-0.1877,2.1,1,2,1,0.85
EMP10252,2026-02-07,Civil Execution,Site Engineer,3,Bengaluru Tech Park,Commercial,MGR018,Apprentice / Trainee,Walk-in / Site Gate,32,4.9,39400,-0.0924,18.0,0,3,0,0.2
EMP10253,2024-01-20,Design & Engineering,Deputy Manager,5,Pune Metro Reach-3,Metro,MGR068,Permanent,Employee Referral,47,8.3,99000,0.0718,37.8,0,4,0,0.25
EMP10254,2024-09-14,Business Support Services,HR Executive,3,Mumbai HO,Corporate,MGR064,Apprentice / Trainee,Employee Referral,34,3.8,37600,-0.0011,7.3,0,2,1,0.05
EMP10255,2025-08-02,Civil Execution,Construction Manager,5,JNPA WOLP,Port Infrastructure,MGR105,Permanent,Employee Referral,28,9.6,101100,-0.0557,2.6,1,5,1,0.55
EMP10256,2019-04-01,EHS,Deputy Manager,5,Mantralaya Redevelopment,Government Building,MGR018,Permanent,Recruitment Consultancy,39,7.3,69200,-0.2425,17.4,0,4,1,0.15
EMP10257,2023-06-10,Accounts & Finance,Accounts Officer,3,Ahmedabad Water Works,Water,MGR039,Permanent,Labour Contractor,28,4.4,33100,-0.1503,33.7,0,2,0,0.65
EMP10258,2025-07-12,Civil Execution,Site Engineer,3,JNPA WOLP,Port Infrastructure,MGR066,Fixed Term Contract,Naukri / Job Portal,26,3.7,49400,0.1537,0.5,1,3,0,0.55
EMP10259,2024-03-02,Civil Execution,Construction Manager,5,Ahmedabad Water Works,Water,MGR023,Fixed Term Contract,Naukri / Job Portal,32,7.0,101200,-0.0275,15.9,0,5,0,0.65
EMP10260,2025-03-01,MEP,Site Engineer,3,Bengaluru Tech Park,Commercial,MGR104,Fixed Term Contract,Walk-in / Site Gate,24,3.9,43500,0.0135,23.7,0,3,0,0.2
EMP10261,2024-02-17,Design & Engineering,Senior Engineer,4,Mantralaya Redevelopment,Government Building,MGR053,Permanent,Naukri / Job Portal,31,5.4,71100,0.077,37.1,0,4,0,0.15
EMP10262,2024-09-14,Planning & Coordination,Planning Engineer,4,Nagpur Expressway Pkg-4,Highway,MGR066,Fixed Term Contract,Employee Referral,28,7.1,55900,-0.1119,4.2,1,4,1,0.85
EMP10263,2021-04-25,Stores & Logistics,Site Helper,1,Mumbai HO,Corporate,MGR021,Apprentice / Trainee,Employee Referral,29,0.1,20200,0.2228,9.0,0,1,1,0.05
EMP10264,2021-12-14,Stores & Logistics,Deputy Manager,5,Mantralaya Redevelopment,Government Building,MGR098,Permanent,Employee Referral,33,8.2,85400,-0.0744,3.0,0,4,1,0.15
EMP10265,2021-05-06,Procurement,Deputy Manager,5,Mantralaya Redevelopment,Government Building,MGR103,Fixed Term Contract,Employee Referral,28,8.0,100100,0.0873,14.6,0,4,1,0.15
EMP10266,2019-10-29,EHS,Safety Officer,3,Nagpur Expressway Pkg-4,Highway,MGR098,Permanent,Walk-in / Site Gate,33,4.4,40900,-0.0039,3.2,1,3,0,0.85
EMP10267,2023-08-26,EHS,Supervisor,2,Delhi NCR Logistics Hub,Industrial,MGR096,Fixed Term Contract,Naukri / Job Portal,25,3.8,29900,-0.0139,4.3,1,2,0,0.45
EMP10268,2021-05-26,Planning & Coordination,Deputy Manager,5,Mantralaya Redevelopment,Government Building,MGR072,Fixed Term Contract,Employee Referral,37,6.8,88200,-0.0292,3.3,0,4,1,0.15
EMP10269,2019-02-23,Stores & Logistics,Deputy Manager,5,Ahmedabad Water Works,Water,MGR118,Permanent,Employee Referral,38,7.5,112000,0.2232,28.7,0,4,1,0.65
EMP10270,2026-04-11,Civil Execution,Construction Manager,5,Mantralaya Redevelopment,Government Building,MGR109,Permanent,Employee Referral,51,6.8,103100,-0.0071,10.2,0,5,1,0.15
EMP10271,2023-04-29,MEP,Senior Engineer,4,Pune Metro Reach-3,Metro,MGR052,Fixed Term Contract,Naukri / Job Portal,42,5.8,53700,-0.1902,20.2,0,4,0,0.25
EMP10272,2021-10-17,Civil Execution,Construction Manager,5,Pune Metro Reach-3,Metro,MGR037,Permanent,Naukri / Job Portal,26,6.5,99600,-0.0376,37.6,0,5,1,0.25
EMP10273,2025-05-03,Civil Execution,Supervisor,2,Mumbai HO,Corporate,MGR108,Fixed Term Contract,Naukri / Job Portal,28,5.1,27100,-0.1194,22.8,0,2,0,0.05
EMP10274,2026-08-01,Design & Engineering,Deputy Manager,5,Mumbai HO,Corporate,MGR085,Permanent,Employee Referral,39,8.5,68500,-0.26,9.3,0,4,1,0.05
EMP10275,2019-07-16,Accounts & Finance,Deputy Manager,5,Mumbai HO,Corporate,MGR120,Fixed Term Contract,Recruitment Consultancy,37,7.0,91600,0.006,44.2,0,4,0,0.05
EMP10276,2023-06-03,Accounts & Finance,Accounts Officer,3,Bengaluru Tech Park,Commercial,MGR056,Fixed Term Contract,Recruitment Consultancy,26,5.1,45200,0.1512,23.0,0,2,1,0.2
